GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
42119,2016,Union County,Pennsylvania,44958,9.44,4583,28.47,697,49803,160200,28.2,84.65,6.53,5.62,0.31,1.25,0.03,1.55,0.07,48,23,0.5,1.05,0,0,1
42121,2000,Venango County,Pennsylvania,57565,13.39,5361,23.57,382,32257,55900,23.9,97.31,1.07,0.52,0.17,0.23,0.02,0.62,0.06,142,104,1.94,2.65,0,0,0
42121,2001,Venango County,Pennsylvania,57565,13.39,5400,23.57,382,32257,55900,23.9,97.31,1.07,0.52,0.17,0.23,0.02,0.62,0.06,123,88,1.63,2.28,0,0,0
42121,2002,Venango County,Pennsylvania,57565,13.39,5438,23.57,382,32257,55900,23.9,97.31,1.07,0.52,0.17,0.23,0.02,0.62,0.06,125,96,1.77,2.3,0,0,0
42121,2003,Venango County,Pennsylvania,57565,13.39,5476,23.57,382,32257,55900,23.9,97.31,1.07,0.52,0.17,0.23,0.02,0.62,0.06,142,107,1.95,2.59,0,0,0
42121,2004,Venango County,Pennsylvania,57565,13.39,5515,23.57,382,32257,55900,23.9,97.31,1.07,0.52,0.17,0.23,0.02,0.62,0.06,137,96,1.74,2.48,0,0,0
42121,2005,Venango County,Pennsylvania,54817,11,5553,26.27,530,38475,75200,28,96.69,1.1,0.77,0.11,0.23,0.1,1.01,0,123,73,1.31,2.21,0,0,0
42121,2006,Venango County,Pennsylvania,54817,11,5591,26.27,530,38475,75200,28,96.69,1.1,0.77,0.11,0.23,0.1,1.01,0,141,108,1.93,2.52,0,0,0
42121,2007,Venango County,Pennsylvania,54817,11,5630,26.27,530,38475,75200,28,96.69,1.1,0.77,0.11,0.23,0.1,1.01,0,77,55,0.98,1.37,1,0,1
42121,2008,Venango County,Pennsylvania,54817,11,5668,26.27,530,38475,75200,28,96.69,1.1,0.77,0.11,0.23,0.1,1.01,0,57,41,0.72,1.01,1,0,1
42121,2009,Venango County,Pennsylvania,54817,11,5707,26.27,530,38475,75200,28,96.69,1.1,0.77,0.11,0.23,0.1,1.01,0,143,111,1.95,2.51,0,0,1
42121,2010,Venango County,Pennsylvania,54984,11.41,5745,25.4,564,41814,79900,30.4,96.49,1.03,0.87,0.15,0.36,0.02,1.06,0.03,141,113,1.97,2.45,0,0,1
42121,2011,Venango County,Pennsylvania,53906,10.56,5811,23.71,578,43644,81200,28.5,96.11,0.78,1.04,0.05,0.39,0,1.58,0.04,151,111,1.91,2.6,0,0,1
42121,2012,Venango County,Pennsylvania,53906,10.56,5877,23.71,578,43644,81200,28.5,96.11,0.78,1.04,0.05,0.39,0,1.58,0.04,144,115,1.96,2.45,0,0,1
42121,2013,Venango County,Pennsylvania,53906,10.56,5943,23.71,578,43644,81200,28.5,96.11,0.78,1.04,0.05,0.39,0,1.58,0.04,190,121,2.04,3.2,0,0,1
42121,2014,Venango County,Pennsylvania,53906,10.56,6008,23.71,578,43644,81200,28.5,96.11,0.78,1.04,0.05,0.39,0,1.58,0.04,167,109,1.81,2.78,1,0,1
42121,2015,Venango County,Pennsylvania,53906,10.56,6074,23.71,578,43644,81200,28.5,96.11,0.78,1.04,0.05,0.39,0,1.58,0.04,174,113,1.86,2.86,0,0,1
42121,2016,Venango County,Pennsylvania,53906,10.56,6140,23.71,578,43644,81200,28.5,96.11,0.78,1.04,0.05,0.39,0,1.58,0.04,131,89,1.45,2.13,1,0,1
42123,2000,Warren County,Pennsylvania,43863,9.88,3851,21.76,401,36083,64300,21.5,98.43,0.2,0.34,0.19,0.26,0.02,0.5,0.05,73,47,1.22,1.9,0,0,0
42123,2001,Warren County,Pennsylvania,43863,9.88,3880,21.76,401,36083,64300,21.5,98.43,0.2,0.34,0.19,0.26,0.02,0.5,0.05,66,42,1.08,1.7,0,0,0
42123,2002,Warren County,Pennsylvania,43863,9.88,3908,21.76,401,36083,64300,21.5,98.43,0.2,0.34,0.19,0.26,0.02,0.5,0.05,82,67,1.71,2.1,0,0,0
42123,2003,Warren County,Pennsylvania,43863,9.88,3937,21.76,401,36083,64300,21.5,98.43,0.2,0.34,0.19,0.26,0.02,0.5,0.05,83,65,1.65,2.11,0,0,0
42123,2004,Warren County,Pennsylvania,43863,9.88,3965,21.76,401,36083,64300,21.5,98.43,0.2,0.34,0.19,0.26,0.02,0.5,0.05,88,64,1.61,2.22,0,0,0
42123,2005,Warren County,Pennsylvania,41025,8.31,3994,22.62,506,40160,82200,26.1,97.97,0.33,0.57,0.24,0.36,0.05,0.48,0,97,70,1.75,2.43,0,0,0
42123,2006,Warren County,Pennsylvania,41025,8.31,4023,22.62,506,40160,82200,26.1,97.97,0.33,0.57,0.24,0.36,0.05,0.48,0,76,55,1.37,1.89,0,0,0
42123,2007,Warren County,Pennsylvania,41025,8.31,4051,22.62,506,40160,82200,26.1,97.97,0.33,0.57,0.24,0.36,0.05,0.48,0,87,54,1.33,2.15,0,0,1
42123,2008,Warren County,Pennsylvania,41025,8.31,4080,22.62,506,40160,82200,26.1,97.97,0.33,0.57,0.24,0.36,0.05,0.48,0,83,54,1.32,2.03,0,0,1
42123,2009,Warren County,Pennsylvania,41025,8.31,4108,22.62,506,40160,82200,26.1,97.97,0.33,0.57,0.24,0.36,0.05,0.48,0,83,40,0.97,2.02,0,0,1
42123,2010,Warren County,Pennsylvania,41815,7.64,4137,23.28,558,43108,87500,26.7,97.64,0.33,0.73,0.17,0.37,0.03,0.73,0.01,126,62,1.5,3.05,0,0,1
42123,2011,Warren County,Pennsylvania,40962,8.45,4198,23.37,576,44020,89700,27.1,97.16,0.45,0.94,0.14,0.49,0,0.82,0,87,27,0.64,2.07,0,0,1
42123,2012,Warren County,Pennsylvania,40962,8.45,4258,23.37,576,44020,89700,27.1,97.16,0.45,0.94,0.14,0.49,0,0.82,0,111,78,1.83,2.61,0,0,1
42123,2013,Warren County,Pennsylvania,40962,8.45,4319,23.37,576,44020,89700,27.1,97.16,0.45,0.94,0.14,0.49,0,0.82,0,105,52,1.2,2.43,0,0,1
42123,2014,Warren County,Pennsylvania,40962,8.45,4379,23.37,576,44020,89700,27.1,97.16,0.45,0.94,0.14,0.49,0,0.82,0,135,61,1.39,3.08,0,0,1
42123,2015,Warren County,Pennsylvania,40962,8.45,4440,23.37,576,44020,89700,27.1,97.16,0.45,0.94,0.14,0.49,0,0.82,0,101,28,0.63,2.28,0,0,1
42123,2016,Warren County,Pennsylvania,40962,8.45,4500,23.37,576,44020,89700,27.1,97.16,0.45,0.94,0.14,0.49,0,0.82,0,64,23,0.51,1.42,0,0,1
42125,2000,Washington County,Pennsylvania,202897,9.84,18569,22.89,423,37607,87500,24.9,94.88,3.23,0.58,0.08,0.35,0.02,0.75,0.11,871,521,2.81,4.69,0,0,0
42125,2001,Washington County,Pennsylvania,202897,9.84,18767,22.89,423,37607,87500,24.9,94.88,3.23,0.58,0.08,0.35,0.02,0.75,0.11,915,571,3.04,4.88,0,0,0
42125,2002,Washington County,Pennsylvania,202897,9.84,18965,22.89,423,37607,87500,24.9,94.88,3.23,0.58,0.08,0.35,0.02,0.75,0.11,897,634,3.34,4.73,0,0,0
42125,2003,Washington County,Pennsylvania,202897,9.84,19163,22.89,423,37607,87500,24.9,94.88,3.23,0.58,0.08,0.35,0.02,0.75,0.11,987,715,3.73,5.15,0,0,0
42125,2004,Washington County,Pennsylvania,202897,9.84,19361,22.89,423,37607,87500,24.9,94.88,3.23,0.58,0.08,0.35,0.02,0.75,0.11,963,627,3.24,4.97,0,0,0
42125,2005,Washington County,Pennsylvania,206037,7.36,19558,22.34,557,49354,124700,28,94.15,3.16,0.9,0.07,0.52,0,1.14,0.06,1120,652,3.33,5.73,0,0,0
42125,2006,Washington County,Pennsylvania,206037,7.36,19756,22.34,557,49354,124700,28,94.15,3.16,0.9,0.07,0.52,0,1.14,0.06,1109,856,4.33,5.61,0,0,0
42125,2007,Washington County,Pennsylvania,206037,7.36,19954,22.34,557,49354,124700,28,94.15,3.16,0.9,0.07,0.52,0,1.14,0.06,1033,797,3.99,5.18,1,1,1
42125,2008,Washington County,Pennsylvania,206037,7.36,20152,22.34,557,49354,124700,28,94.15,3.16,0.9,0.07,0.52,0,1.14,0.06,965,612,3.04,4.79,1,1,1
42125,2009,Washington County,Pennsylvania,206037,7.36,20350,22.34,557,49354,124700,28,94.15,3.16,0.9,0.07,0.52,0,1.14,0.06,891,524,2.57,4.38,0,0,1
42125,2010,Washington County,Pennsylvania,207820,7.5,20548,24.15,630,53326,141000,28.2,93.43,3.2,1.14,0.1,0.63,0.01,1.4,0.09,1193,659,3.21,5.81,0,0,1
42125,2011,Washington County,Pennsylvania,208226,7.2,20910,24.21,675,56450,152400,26.2,92.9,2.88,1.41,0.05,0.79,0.01,1.85,0.12,1275,692,3.31,6.1,0,0,1
42125,2012,Washington County,Pennsylvania,208226,7.2,21272,24.21,675,56450,152400,26.2,92.9,2.88,1.41,0.05,0.79,0.01,1.85,0.12,1214,644,3.03,5.71,0,0,1
42125,2013,Washington County,Pennsylvania,208226,7.2,21635,24.21,675,56450,152400,26.2,92.9,2.88,1.41,0.05,0.79,0.01,1.85,0.12,1208,622,2.88,5.58,0,0,1
42125,2014,Washington County,Pennsylvania,208226,7.2,21997,24.21,675,56450,152400,26.2,92.9,2.88,1.41,0.05,0.79,0.01,1.85,0.12,1186,642,2.92,5.39,0,0,1
42125,2015,Washington County,Pennsylvania,208226,7.2,22359,24.21,675,56450,152400,26.2,92.9,2.88,1.41,0.05,0.79,0.01,1.85,0.12,1315,681,3.05,5.88,0,0,1
42125,2016,Washington County,Pennsylvania,208226,7.2,22721,24.21,675,56450,152400,26.2,92.9,2.88,1.41,0.05,0.79,0.01,1.85,0.12,885,503,2.21,3.9,1,0,1
42127,2000,Wayne County,Pennsylvania,47722,11.29,3605,19.65,481,34082,102100,26.3,95.65,1.53,1.7,0.14,0.37,0,0.58,0.03,146,83,2.3,4.05,0,0,0
42127,2001,Wayne County,Pennsylvania,47722,11.29,3641,19.65,481,34082,102100,26.3,95.65,1.53,1.7,0.14,0.37,0,0.58,0.03,152,105,2.88,4.17,0,0,0
42127,2002,Wayne County,Pennsylvania,47722,11.29,3678,19.65,481,34082,102100,26.3,95.65,1.53,1.7,0.14,0.37,0,0.58,0.03,129,82,2.23,3.51,0,0,0
42127,2003,Wayne County,Pennsylvania,47722,11.29,3714,19.65,481,34082,102100,26.3,95.65,1.53,1.7,0.14,0.37,0,0.58,0.03,156,102,2.75,4.2,0,0,0
42127,2004,Wayne County,Pennsylvania,47722,11.29,3750,19.65,481,34082,102100,26.3,95.65,1.53,1.7,0.14,0.37,0,0.58,0.03,136,88,2.35,3.63,0,0,0
42127,2005,Wayne County,Pennsylvania,51233,8.04,3787,20.31,678,44194,169600,29.3,93.31,2.1,2.77,0.09,0.75,0,0.97,0,161,110,2.9,4.25,0,0,0
42127,2006,Wayne County,Pennsylvania,51233,8.04,3823,20.31,678,44194,169600,29.3,93.31,2.1,2.77,0.09,0.75,0,0.97,0,157,118,3.09,4.11,0,0,0
42127,2007,Wayne County,Pennsylvania,51233,8.04,3860,20.31,678,44194,169600,29.3,93.31,2.1,2.77,0.09,0.75,0,0.97,0,164,123,3.19,4.25,0,1,1
42127,2008,Wayne County,Pennsylvania,51233,8.04,3896,20.31,678,44194,169600,29.3,93.31,2.1,2.77,0.09,0.75,0,0.97,0,162,109,2.8,4.16,0,1,1
42127,2009,Wayne County,Pennsylvania,51233,8.04,3933,20.31,678,44194,169600,29.3,93.31,2.1,2.77,0.09,0.75,0,0.97,0,160,86,2.19,4.07,0,0,1
42127,2010,Wayne County,Pennsylvania,52822,8.05,3969,19.24,739,50153,182400,31.9,91.99,2.96,3.44,0.16,0.48,0.01,0.91,0.06,164,100,2.52,4.13,0,0,1
42127,2011,Wayne County,Pennsylvania,51642,7.93,4051,19.81,826,49919,179000,34.2,91.14,3.2,4.02,0.17,0.49,0.02,0.93,0.02,160,98,2.42,3.95,0,0,1
42127,2012,Wayne County,Pennsylvania,51642,7.93,4134,19.81,826,49919,179000,34.2,91.14,3.2,4.02,0.17,0.49,0.02,0.93,0.02,152,82,1.98,3.68,0,0,1
42127,2013,Wayne County,Pennsylvania,51642,7.93,4216,19.81,826,49919,179000,34.2,91.14,3.2,4.02,0.17,0.49,0.02,0.93,0.02,186,96,2.28,4.41,0,0,1
42127,2014,Wayne County,Pennsylvania,51642,7.93,4298,19.81,826,49919,179000,34.2,91.14,3.2,4.02,0.17,0.49,0.02,0.93,0.02,186,102,2.37,4.33,0,0,1
42127,2015,Wayne County,Pennsylvania,51642,7.93,4381,19.81,826,49919,179000,34.2,91.14,3.2,4.02,0.17,0.49,0.02,0.93,0.02,139,76,1.73,3.17,0,0,1
42127,2016,Wayne County,Pennsylvania,51642,7.93,4463,19.81,826,49919,179000,34.2,91.14,3.2,4.02,0.17,0.49,0.02,0.93,0.02,113,65,1.46,2.53,1,0,1
42129,2000,Westmoreland County,Pennsylvania,369993,8.63,32977,22,432,37106,90600,23.5,96.2,1.99,0.51,0.08,0.51,0.02,0.61,0.08,1323,805,2.44,4.01,0,0,0
42129,2001,Westmoreland County,Pennsylvania,369993,8.63,33272,22,432,37106,90600,23.5,96.2,1.99,0.51,0.08,0.51,0.02,0.61,0.08,1364,925,2.78,4.1,0,0,0
42129,2002,Westmoreland County,Pennsylvania,369993,8.63,33566,22,432,37106,90600,23.5,96.2,1.99,0.51,0.08,0.51,0.02,0.61,0.08,1386,947,2.82,4.13,0,0,0
42129,2003,Westmoreland County,Pennsylvania,369993,8.63,33861,22,432,37106,90600,23.5,96.2,1.99,0.51,0.08,0.51,0.02,0.61,0.08,1439,973,2.87,4.25,0,0,0
42129,2004,Westmoreland County,Pennsylvania,369993,8.63,34156,22,432,37106,90600,23.5,96.2,1.99,0.51,0.08,0.51,0.02,0.61,0.08,1501,976,2.86,4.39,0,0,0
42129,2005,Westmoreland County,Pennsylvania,363222,7.03,34450,22.77,557,46760,121100,27.1,95.3,2.15,0.72,0.07,0.69,0.02,0.97,0.08,1562,868,2.52,4.53,0,0,0
42129,2006,Westmoreland County,Pennsylvania,363222,7.03,34745,22.77,557,46760,121100,27.1,95.3,2.15,0.72,0.07,0.69,0.02,0.97,0.08,1502,1018,2.93,4.32,0,0,0
42129,2007,Westmoreland County,Pennsylvania,363222,7.03,35040,22.77,557,46760,121100,27.1,95.3,2.15,0.72,0.07,0.69,0.02,0.97,0.08,1504,732,2.09,4.29,0,0,1
42129,2008,Westmoreland County,Pennsylvania,363222,7.03,35335,22.77,557,46760,121100,27.1,95.3,2.15,0.72,0.07,0.69,0.02,0.97,0.08,1404,668,1.89,3.97,0,0,1
42129,2009,Westmoreland County,Pennsylvania,363222,7.03,35629,22.77,557,46760,121100,27.1,95.3,2.15,0.72,0.07,0.69,0.02,0.97,0.08,1582,753,2.11,4.44,0,0,1
42129,2010,Westmoreland County,Pennsylvania,365169,7.23,35924,23.38,621,49734,131800,27.3,94.78,2.31,0.87,0.08,0.74,0.02,1.14,0.07,1727,745,2.07,4.81,0,0,1
42129,2011,Westmoreland County,Pennsylvania,361251,6.9,36421,23.35,654,52247,138500,27,94.32,2.31,1.04,0.08,0.84,0,1.37,0.05,1625,649,1.78,4.46,0,0,1
42129,2012,Westmoreland County,Pennsylvania,361251,6.9,36918,23.35,654,52247,138500,27,94.32,2.31,1.04,0.08,0.84,0,1.37,0.05,1792,754,2.04,4.85,0,0,1
42129,2013,Westmoreland County,Pennsylvania,361251,6.9,37415,23.35,654,52247,138500,27,94.32,2.31,1.04,0.08,0.84,0,1.37,0.05,1668,674,1.8,4.46,0,0,1
42129,2014,Westmoreland County,Pennsylvania,361251,6.9,37911,23.35,654,52247,138500,27,94.32,2.31,1.04,0.08,0.84,0,1.37,0.05,1722,640,1.69,4.54,0,0,1
42129,2015,Westmoreland County,Pennsylvania,361251,6.9,38408,23.35,654,52247,138500,27,94.32,2.31,1.04,0.08,0.84,0,1.37,0.05,1727,682,1.78,4.5,0,0,1
42129,2016,Westmoreland County,Pennsylvania,361251,6.9,38905,23.35,654,52247,138500,27,94.32,2.31,1.04,0.08,0.84,0,1.37,0.05,1302,512,1.32,3.35,1,0,1
42131,2000,Wyoming County,Pennsylvania,28080,10.2,2270,21.09,470,36365,93900,23.9,97.84,0.49,0.67,0.16,0.27,0.01,0.52,0.04,40,30,1.32,1.76,0,0,0
42131,2001,Wyoming County,Pennsylvania,28080,10.2,2305,21.09,470,36365,93900,23.9,97.84,0.49,0.67,0.16,0.27,0.01,0.52,0.04,46,34,1.47,2,0,0,0
42131,2002,Wyoming County,Pennsylvania,28080,10.2,2341,21.09,470,36365,93900,23.9,97.84,0.49,0.67,0.16,0.27,0.01,0.52,0.04,29,25,1.07,1.24,0,0,0
42131,2003,Wyoming County,Pennsylvania,28080,10.2,2376,21.09,470,36365,93900,23.9,97.84,0.49,0.67,0.16,0.27,0.01,0.52,0.04,49,42,1.77,2.06,0,0,0
42131,2004,Wyoming County,Pennsylvania,28080,10.2,2412,21.09,470,36365,93900,23.9,97.84,0.49,0.67,0.16,0.27,0.01,0.52,0.04,58,42,1.74,2.4,0,0,0
42131,2005,Wyoming County,Pennsylvania,27882,8.03,2447,22.66,600,44971,130200,24.9,96.81,0.64,1.15,0.17,0.5,0,0.66,0.06,36,19,0.78,1.47,0,0,0
42131,2006,Wyoming County,Pennsylvania,27882,8.03,2483,22.66,600,44971,130200,24.9,96.81,0.64,1.15,0.17,0.5,0,0.66,0.06,56,56,2.26,2.26,0,0,0
42131,2007,Wyoming County,Pennsylvania,27882,8.03,2518,22.66,600,44971,130200,24.9,96.81,0.64,1.15,0.17,0.5,0,0.66,0.06,10,8,0.32,0.4,1,0,1
42131,2008,Wyoming County,Pennsylvania,27882,8.03,2554,22.66,600,44971,130200,24.9,96.81,0.64,1.15,0.17,0.5,0,0.66,0.06,20,10,0.39,0.78,0,0,1
42131,2009,Wyoming County,Pennsylvania,27882,8.03,2589,22.66,600,44971,130200,24.9,96.81,0.64,1.15,0.17,0.5,0,0.66,0.06,47,42,1.62,1.82,0,0,1
42131,2010,Wyoming County,Pennsylvania,28276,8.33,2625,23.36,647,48626,150000,26.7,96.44,0.65,1.55,0.18,0.33,0.01,0.81,0.02,67,51,1.94,2.55,0,0,1
42131,2011,Wyoming County,Pennsylvania,28147,7.67,2658,22.11,736,51004,159500,28.9,95.76,0.71,1.77,0.05,0.44,0,1.21,0.06,57,29,1.09,2.14,0,0,1
42131,2012,Wyoming County,Pennsylvania,28147,7.67,2690,22.11,736,51004,159500,28.9,95.76,0.71,1.77,0.05,0.44,0,1.21,0.06,44,33,1.23,1.64,0,0,1
42131,2013,Wyoming County,Pennsylvania,28147,7.67,2723,22.11,736,51004,159500,28.9,95.76,0.71,1.77,0.05,0.44,0,1.21,0.06,64,36,1.32,2.35,0,0,1
42131,2014,Wyoming County,Pennsylvania,28147,7.67,2756,22.11,736,51004,159500,28.9,95.76,0.71,1.77,0.05,0.44,0,1.21,0.06,66,38,1.38,2.4,0,0,1
42131,2015,Wyoming County,Pennsylvania,28147,7.67,2788,22.11,736,51004,159500,28.9,95.76,0.71,1.77,0.05,0.44,0,1.21,0.06,46,36,1.29,1.65,0,0,1
42131,2016,Wyoming County,Pennsylvania,28147,7.67,2821,22.11,736,51004,159500,28.9,95.76,0.71,1.77,0.05,0.44,0,1.21,0.06,45,31,1.1,1.6,0,0,1
42133,2000,York County,Pennsylvania,381751,6.75,35367,23.86,531,45268,110500,23,91.54,3.54,2.96,0.15,0.85,0.03,0.86,0.07,3544,1750,4.95,10.02,0,0,0
42133,2001,York County,Pennsylvania,381751,6.75,35950,23.86,531,45268,110500,23,91.54,3.54,2.96,0.15,0.85,0.03,0.86,0.07,3708,1892,5.26,10.31,0,0,0
42133,2002,York County,Pennsylvania,381751,6.75,36533,23.86,531,45268,110500,23,91.54,3.54,2.96,0.15,0.85,0.03,0.86,0.07,4226,2178,5.96,11.57,0,0,0
42133,2003,York County,Pennsylvania,381751,6.75,37117,23.86,531,45268,110500,23,91.54,3.54,2.96,0.15,0.85,0.03,0.86,0.07,4496,2212,5.96,12.11,0,0,0
42133,2004,York County,Pennsylvania,381751,6.75,37700,23.86,531,45268,110500,23,91.54,3.54,2.96,0.15,0.85,0.03,0.86,0.07,4947,2251,5.97,13.12,0,0,0
42133,2005,York County,Pennsylvania,419563,5.54,38283,23.11,725,56271,166300,26.8,88.45,4.57,4.46,0.11,1.1,0.01,1.17,0.13,4952,1984,5.18,12.94,0,0,0
42133,2006,York County,Pennsylvania,419563,5.54,38866,23.11,725,56271,166300,26.8,88.45,4.57,4.46,0.11,1.1,0.01,1.17,0.13,5001,2774,7.14,12.87,0,0,0
42133,2007,York County,Pennsylvania,419563,5.54,39449,23.11,725,56271,166300,26.8,88.45,4.57,4.46,0.11,1.1,0.01,1.17,0.13,3939,894,2.27,9.98,1,0,1
42133,2008,York County,Pennsylvania,419563,5.54,40033,23.11,725,56271,166300,26.8,88.45,4.57,4.46,0.11,1.1,0.01,1.17,0.13,5011,1143,2.86,12.52,0,0,1
42133,2009,York County,Pennsylvania,419563,5.54,40616,23.11,725,56271,166300,26.8,88.45,4.57,4.46,0.11,1.1,0.01,1.17,0.13,5042,903,2.22,12.41,0,0,1
42133,2010,York County,Pennsylvania,434972,6.7,41199,24.47,798,58747,177200,29.2,86.16,5.17,5.61,0.15,1.23,0.02,1.52,0.14,5348,854,2.07,12.98,0,0,1
42133,2011,York County,Pennsylvania,439660,7.83,41901,25.77,851,58269,168400,30.3,84.98,5.22,6.44,0.07,1.35,0.01,1.81,0.12,5838,1057,2.52,13.93,0,0,1
42133,2012,York County,Pennsylvania,439660,7.83,42603,25.77,851,58269,168400,30.3,84.98,5.22,6.44,0.07,1.35,0.01,1.81,0.12,5912,863,2.03,13.88,0,0,1
42133,2013,York County,Pennsylvania,439660,7.83,43305,25.77,851,58269,168400,30.3,84.98,5.22,6.44,0.07,1.35,0.01,1.81,0.12,6508,887,2.05,15.03,0,0,1
42133,2014,York County,Pennsylvania,439660,7.83,44006,25.77,851,58269,168400,30.3,84.98,5.22,6.44,0.07,1.35,0.01,1.81,0.12,6596,773,1.76,14.99,0,0,1
42133,2015,York County,Pennsylvania,439660,7.83,44708,25.77,851,58269,168400,30.3,84.98,5.22,6.44,0.07,1.35,0.01,1.81,0.12,6536,866,1.94,14.62,0,0,1
42133,2016,York County,Pennsylvania,439660,7.83,45410,25.77,851,58269,168400,30.3,84.98,5.22,6.44,0.07,1.35,0.01,1.81,0.12,4471,576,1.27,9.85,1,0,1
